Location ID,Practice Name,extracted_postcode,display_address,lat,lon,geocode_precision,admin_district,City / Town,Region,ASM Name,Area,Nation
,Smart Smiles Aberdare,CF44 7AY,"3 Maendy Place, Aberdare, CF44 7AY",51.71386,-3.447138,exact,Rhondda Cynon Taf,,,,,Wales
,Thrive Dental Care,NP26 3ET,"Sycamore Terrace, Magor, Caldicot, Newport, NP26 3ET",51.578806,-2.828884,exact,Monmouthshire,,,,,Wales
,West End Dental Prestatyn,LL19 9AY,"155 High Street, Prestatyn, LL19 9AY",53.332707,-3.401301,exact,Denbighshire,,,,,Wales
,Parklands Dental Practice (Monmouth),NP25 3DF,"5 Worcester Street, Monmouth, NP25 3DF",51.811853,-2.713015,exact,Monmouthshire,,,,,Wales
,Deintyddfa Glandwr,LL48 6AB,"6 Church Street, Penrhyndeudraeth, LL48 6AB",52.929424,-4.066621,exact,Gwynedd,,,,,Wales
,MyDentist - Baglan Bay Retail Park,SA12 7BZ,"Unit 3, Baglan Bay Retail Park, Port Talbot, SA12 7BZ",51.603287,-3.808168,exact,Neath Port Talbot,,,,,Wales
,Impress Cardiff,CF10 4BQ,"Unit 4 - Capital Quarter, Tyndall Street, Cardiff, CF10 4BQ",51.47472581458,-3.1731399112519796,outcode_fallback,,,,,,Wales
,Limewood Dental Care,CH6 5YN,"Unit 3, Acorn Business Park, Flint, CH6 5YN",53.249276,-3.141724,exact,Flintshire,,,,,Wales
,Gorwel Dental Academy,LL53 5YR,"4 Marina View, North Quay, Pwllheli, LL53 5YR",52.888702,-4.414167,exact,Gwynedd,,,,,Wales
,"Signature Smiles, iDental Practice",LL13 8BT,"Unit 2 Charles Street, Wrexham, LL13 8BT",53.045458,-2.990309,exact,Wrexham,,,,,Wales
,GLASGOW SOUTH DENTAL CARE,G41 3YR,"57 KILMARNOCK ROAD, SHAWLANDS, GLASGOW, G41 3YR",55.82859,-4.282952,exact,Glasgow City,,,,,Scotland
,SKENE STREET DENTAL PRACTICE,AB10 1QN,"170 SKENE STREET, ABERDEEN, AB10 1QN",57.145821,-2.113852,exact,Aberdeen City,,,,,Scotland
,THE DENTAL PRACTICE,AB10 1XE,"21 RUBISLAW TERRACE, ABERDEEN, AB10 1XE",57.1435,-2.117546,exact,Aberdeen City,,,,,Scotland
,HENDERSON&HARDY DENTAL SURGERY,AB10 1XN,"3 RUBISLAW PLACE, ABERDEEN, AB10 1XN",57.143503,-2.114969,exact,Aberdeen City,,,,,Scotland
,UNION STREET DENTAL CARE,AB11 6BH,"129 UNION STREET, ABERDEEN, AB11 6BH",57.146102,-2.099773,exact,Aberdeen City,,,,,Scotland
,ADVANCE DENTAL CENTRE,AB11 6HA,"17 CROWN STREET, ABERDEEN, AB11 6HA",57.144375,-2.102974,exact,Aberdeen City,,,,,Scotland
,MILLER RM & MILLER MJ,AB11 9LX,"101 VICTORIA ROAD, ABERDEEN, AB11 9LX",57.13721,-2.08683,exact,Aberdeen City,,,,,Scotland
,PORTLETHEN DENTAL CARE,AB12 4PT,"4 COOKSTON ROAD, PORTLETHEN, AB12 4PT",57.061348,-2.129291,exact,Aberdeenshire,,,,,Scotland
,T/A BUPA DENTAL CARE,AB15 4ZT,"14 QUEENS ROAD, ABERDEEN, AB15 4ZT",57.142535,-2.130961,exact,Aberdeen City,,,,,Scotland
,CULTS DENTAL PRACTICE,AB15 9SX,"383 NORTH DEESIDE ROAD, CULTS ABERDEEN, AB15 9SX",57.117199,-2.177471,exact,Aberdeen City,,,,,Scotland
,WOODSIDE DENTAL PRACTICE,AB24 2EU,"417 GREAT NORTHERN ROAD, ABERDEEN, AB24 2EU",57.170531,-2.125387,exact,Aberdeen City,,,,,Scotland
,KING STREET DENTAL PRACTICE,AB24 5AE,"173 KING STREET, ABERDEEN, AB24 5AE",57.1512,-2.094349,exact,Aberdeen City,,,,,Scotland
,GRAY & IRELAND & ASSOCIATES,AB25 2NG,"2 WESTFIELD ROAD, ABERDEEN, AB25 2NG",57.148929,-2.123348,exact,Aberdeen City,,,,,Scotland
,NORTHFIELD DENTAL CENTRE,AB16 7LL,"7B BYRON SQUARE, NORTHFIELD, ABERDEEN, AB16 7LL",57.165918,-2.162127,exact,Aberdeen City,,,,,Scotland
,BRIDGE OF DON DENTAL AND AESTHETIC CLINI,AB23 8JP,"BALGOWNIE ROAD, BRIDGE OF DON, AB23 8JP",57.177432,-2.092877,exact,Aberdeen City,,,,,Scotland
,C. A. GARDEN,AB39 2AT,"13 MARY STREET, STONEHAVEN, AB39 2AT",56.965208,-2.209918,exact,Aberdeenshire,,,,,Scotland
,MARKET SQUARE DENTAL PRACTICE,AB39 2BT,"4 MARKET SQUARE, STONEHAVEN, AB39 2BT",56.963611,-2.208709,exact,Aberdeenshire,,,,,Scotland
,DEESIDE DENTAL CARE,AB31 5TJ,"75 HIGH STREET, BANCHORY, ABERDEENSHIRE, AB31 5TJ",57.051433,-2.502531,exact,Aberdeenshire,,,,,Scotland
,FOUNTAIN DENTAL GROUP-BANCHORY,AB31 5YA,"STATION ROAD, BANCHORY, AB31 5YA",57.051172,-2.491301,exact,Aberdeenshire,,,,,Scotland
,FOUNTAIN DENTAL GROUP-ABOYNE,AB34 5HN,"OLD BALLATER ROAD, ABOYNE, AB34 5HN",57.077432,-2.775372,exact,Aberdeenshire,,,,,Scotland
,SCHOOLHILL DENTAL PRACTICE,AB41 9JP,"SCHOOLHILL, ELLON, AB41 9JP",57.366481,-2.070627,exact,Aberdeenshire,,,,,Scotland
,YTHAN BRIDGE DENTAL CENTRE,AB41 9LJ,"2 YTHAN TERRACE, ELLON, AB41 9LJ",57.363029,-2.075641,exact,Aberdeenshire,,,,,Scotland
,PETERHEAD DENTAL AND IMPLANT CENTRE,AB42 1HS,"44 MARISCHAL STREET, PETERHEAD, AB42 1HS",57.505334,-1.779409,exact,Aberdeenshire,,,,,Scotland
,GC DENTAL MINTLAW,AB42 5EE,"9 STATION ROAD, MINTLAW, AB42 5EE",57.52508,-2.006735,exact,Aberdeenshire,,,,,Scotland
,MACDUFF DENTAL SURGERY,AB44 1LQ,"52 DUFF STREET, MACDUFF, AB44 1LQ",57.66901,-2.49356,exact,Aberdeenshire,,,,,Scotland
,OLDMELDRUM DENTAL PRACTICE,AB51 0DT,"2 COMMERCIAL ROAD, OLDMELDRUM, AB51 0DT",57.334987,-2.32343,exact,Aberdeenshire,,,,,Scotland
,INVERURIE DENTAL CARE,AB51 4QR,"22 NORTH STREET, INVERURIE, AB51 4QR",57.285933,-2.38091,exact,Aberdeenshire,,,,,Scotland
,TURIFF DENTAL PRACTICE,AB53 7DS,"6 HIGH STREET, TURRIFF, AB53 7DS",57.525063473760945,-2.39370743877551,outcode_fallback,,,,,,Scotland
,HUNTLY DENTAL PRACTICE,AB54 8DT,"41 DUKE STREET, HUNTLY, AB54 8DT",57.446766,-2.783871,exact,Aberdeenshire,,,,,Scotland
,BUCKIE DENTAL PRACTICE,AB56 1BS,"93 WEST CHURCH STREET, BUCKIE, AB56 1BS",57.674095,-2.972325,exact,Moray,,,,,Scotland
,DISCOVERY DENTAL CARE,DD1 1EX,"1 WEST BELL STREET, DUNDEE, DD1 1EX",56.462405,-2.97579,exact,Dundee City,,,,,Scotland
,REFORM STREET DENTAL PRACTICE,DD1 1RG,"10 REFORM STREET, DUNDEE, DD1 1RG",56.46079,-2.970848,exact,Dundee City,,,,,Scotland
,146 DENTAL CARE,DD1 4EA,"146 NETHERGATE, DUNDEE, DD1 4EA",56.457743,-2.974486,exact,Dundee City,,,,,Scotland
,38 WHITEHALL STREET,DD1 4AF,"DUNDEE, DD1 4AF",56.459618,-2.97025,exact,Dundee City,,,,,Scotland
,LINKS LODGE DENTAL PRACTICE,DD10 8LZ,"26 JOHN STREET, MONTROSE, DD10 8LZ",56.712936,-2.465614,exact,Angus,,,,,Scotland
,HIGH STREET DENTAL CENTRE,DD10 8JL,"4 HIGH STREET, MONTROSE, ANGUS, DD10 8JL",56.71323,-2.46859,exact,Angus,,,,,Scotland
,53 JOHN STREET,DD10 8LZ,"MONTROSE, DD10 8LZ",56.712936,-2.465614,exact,Angus,,,,,Scotland
,121 HIGH STREET,DD11 1DP,"ARBROATH, ANGUS, DD11 1DP",56.558915,-2.581394,exact,Angus,,,,,Scotland
,30 KEPTIE STREET,DD11 3AF,"ARBROATH, ANGUS, DD11 3AF",56.558805,-2.589559,exact,Angus,,,,,Scotland
,NO 80 DENTAL PRACTICE,DD11 3AY,"80 KEPTIE STREET, ARBROATH, DD11 3AY",56.559548,-2.591898,exact,Angus,,,,,Scotland
,WEST END DENTAL PRACTICE,DD2 1EL,"243 PERTH ROAD, DUNDEE, DD2 1EL",56.456754,-2.998329,exact,Dundee City,,,,,Scotland
,131 HIGH STREET,DD2 3BX,"LOCHEE, DUNDEE, DD2 3BX",56.472288,-3.009419,exact,Dundee City,,,,,Scotland
,DOWNFIELD DENTAL PRACTICE,DD3 8NF,"438 STRATHMARTINE ROAD, DUNDEE, DD3 8NF",56.488022,-2.993646,exact,Dundee City,,,,,Scotland
,MY DENTIST,DD4 6DG,"165 PRINCES STREET, DUNDEE, DD4 6DG",56.467043,-2.958201,exact,Dundee City,,,,,Scotland
,134 ALBERT STREET,DD4 6QN,"DUNDEE, DD4 6QN",56.470912,-2.957439,exact,Dundee City,,,,,Scotland
,143 KINGSWAY EAST,DD4 8BX,"DUNDEE, DD4 8BX",56.478944,-2.941048,exact,Dundee City,,,,,Scotland
,196 BROOK STREET,DD5 2AH,"BROUGHTY FERRY, DUNDEE, DD5 2AH",56.466988,-2.874337,exact,Dundee City,,,,,Scotland
,BROUGHTY FERRY DENTAL CARE,DD5 2DS,"361 BROOK STREET, BROUGHTY FERRY, DUNDEE, DD5 2DS",56.466873,-2.871624,exact,Dundee City,,,,,Scotland
,56 TORRIDON ROAD,DD5 3HB,"BROUGHTY FERRY, DUNDEE, DD5 3HB",56.476557,-2.865238,exact,Dundee City,,,,,Scotland
,LAWS DENTAL,DD7 7EZ,"6 BROWN STREET, CARNOUSTIE, DD7 7EZ",56.500068,-2.725165,exact,Angus,,,,,Scotland
,CARNOUSTIE DENTAL CARE,DD7 7PD,"18 DUNDEE STREET, CARNOUSTIE,ANGUS, DD7 7PD",56.500953,-2.714948,exact,Angus,,,,,Scotland
,HIGH STREET DENTAL PRACTICE,DD8 2EQ,"79 EAST HIGH STREET, FORFAR, DD8 2EQ",56.645214,-2.883758,exact,Angus,,,,,Scotland
,CASTLE STREET DENTAL,DD8 3AA,"92 CASTLE STREET, FORFAR, DD8 3AA",56.646031,-2.888914,exact,Angus,,,,,Scotland
,KIRRIEMUIR DENTAL PRACTICE,DD8 4HQ,"120 ROODS, KIRRIEMUIR, DD8 4HQ",56.677039,-3.006386,exact,Angus,,,,,Scotland
,ESK DENTAL CARE,DD9 6ED,"1 ST JAMES PLACE, BRECHIN, DD9 6ED",56.732467,-2.658848,exact,Angus,,,,,Scotland
,R AND PM THOMSON,DD9 6JW,"1 CASTLE STREET, BRECHIN, ANGUS, DD9 6JW",56.731107,-2.66456,exact,Angus,,,,,Scotland
,2 CHURCH COURT,DG1 1DE,"CASTLE STREET, DUMFRIES, DG1 1DE",55.07037,-3.612905,exact,Dumfries and Galloway,,,,,Scotland
,26 CASTLE STREET,DG1 1DU,"DUMFRIES, DG1 1DU",55.071298,-3.614744,exact,Dumfries and Galloway,,,,,Scotland
,47 BANK STREET,DG1 2PA,"DUMFRIES, DG1 2PA",55.068317,-3.611147,exact,Dumfries and Galloway,,,,,Scotland
,NITH PLACE DENTAL PRACTICE,DG1 2PL,"5-7 NITH PLACE, DUMFRIES, DG1 2PL",55.065998,-3.609816,exact,Dumfries and Galloway,,,,,Scotland
,MOFFAT DENTAL PRACTICE,DG10 9DN,"CAUSEWAY STREET, MOFFAT, DG10 9DN",55.333371,-3.442952,exact,Dumfries and Galloway,,,,,Scotland
,ANNAN DENTAL PRACTICE LTD,DG12 6AA,"3 BANK STREET, ANNAN, DG12 6AA",54.986907,-3.262242,exact,Dumfries and Galloway,,,,,Scotland
,18/20 CHURCH STREET,DG12 6DS,"ANNAN, DG12 6DS",54.987304,-3.2578,exact,Dumfries and Galloway,,,,,Scotland
,DENTAL BEES,DG7 1DE,"1 ST ANDREW STREET, CASTLE DOUGLAS, DG7 1DE",54.939286,-3.932971,exact,Dumfries and Galloway,,,,,Scotland
,2 PRINCES STREET,DG8 6EX,"NEWTON STEWART, DG8 6EX",54.955849,-4.484627,exact,Dumfries and Galloway,,,,,Scotland
,21 BRIDGE ROAD,EH13 0LH,"COLINTON, EDINBURGH, EH13 0LH",55.907126,-3.257034,exact,City of Edinburgh,,,,,Scotland
,MORNINGSIDE DENTAL CARE,EH10 4PX,"150 MORNINGSIDE ROAD, EDINBURGH, EH10 4PX",55.929623,-3.209907,exact,City of Edinburgh,,,,,Scotland
,31 MORNINGSIDE DRIVE,EH10 5LZ,"EDINBURGH, EH10 5LZ",55.923949,-3.211234,exact,City of Edinburgh,,,,,Scotland
,27 COMISTON ROAD,EH10 6AA,"EDINBURGH, EH10 6AA",55.92453,-3.209684,exact,City of Edinburgh,,,,,Scotland
,13 POLWARTH GARDENS,EH11 1JS,"EDINBURGH, EH11 1JS",55.93732,-3.217511,exact,City of Edinburgh,,,,,Scotland
,3 COMELY BANK,EH4 1AN,"EDINBURGH, EH4 1AN",55.95969,-3.219703,exact,City of Edinburgh,,,,,Scotland
,51 SLATEFORD ROAD,EH11 1PR,"EDINBURGH, EH11 1PR",55.934928,-3.231299,exact,City of Edinburgh,,,,,Scotland
,14 ARDMILLAN TERRACE,EH11 2JW,"EDINBURGH, EH11 2JW",55.937818,-3.226236,exact,City of Edinburgh,,,,,Scotland
,GORGIE DENTAL,EH11 2PP,"296/1 GORGIE ROAD, EDINBURGH, EH11 2PP",55.937227,-3.235934,exact,City of Edinburgh,,,,,Scotland
,HMP EDINBURGH,EH11 3LN,"33 STENHOUSE ROAD, EDINBURGH, EH11 3LN",55.927706,-3.261158,exact,City of Edinburgh,,,,,Scotland
,SIGHTHILL HEALTH CENTRE,EH11 4AU,"380 CALDER ROAD, EDINBURGH, EH11 4AU",55.923468,-3.286017,exact,City of Edinburgh,,,,,Scotland
,91 CORSTORPHINE ROAD,EH12 5QE,"MURRAYFIELD, EDINBURGH, EH12 5QE",55.944877,-3.247979,exact,City of Edinburgh,,,,,Scotland
,CORSTORPHINE DENTAL CARE,EH12 7JU,"96 SAUGHTON ROAD NORTH, EDINBURGH, EH12 7JU",55.936948,-3.279821,exact,City of Edinburgh,,,,,Scotland
,9 BUGHTLIN MARKET,EH12 8XP,"EAST CRAIGS, EDINBURGH, EH12 8XP",55.95136,-3.303806,exact,City of Edinburgh,,,,,Scotland
,302 OXGANGS ROAD NORTH,EH13 9ND,"EDINBURGH, EH13 9ND",55.907044,-3.226927,exact,City of Edinburgh,,,,,Scotland
,RICCARTON DENTAL PRACTICE,EH14 4AS,"HERIOT WATT UNIVERSITY, EDINBURGH, EH14 4AS",55.90938,-3.320681,exact,City of Edinburgh,,,,,Scotland
,58 BRYCE ROAD,EH14 5LD,"CURRIE, MIDLOTHIAN, EH14 5LD",55.897524,-3.304285,exact,City of Edinburgh,,,,,Scotland
,4 MAIN STREET,EH14 7EH,"BALERNO, MIDLOTHIAN, EH14 7EH",55.883755,-3.338867,exact,City of Edinburgh,,,,,Scotland
,274 PORTOBELLO HIGH STREET,EH15 2AT,"EDINBURGH, EH15 2AT",55.951935,-3.110434,exact,City of Edinburgh,,,,,Scotland
,2 SOUTHFIELD LOAN,EH15 1QR,"EDINBURGH, EH15 1QR",55.943527,-3.124042,exact,City of Edinburgh,,,,,Scotland
,CRAIGMILLAR DENTAL CENTRE,EH16 4AJ,"198 PEFFERMILL ROAD, EDINBURGH, EH16 4AJ",55.932126,-3.142455,exact,City of Edinburgh,,,,,Scotland
,1 PARKSIDE TERRACE,EH16 5BN,"EDINBURGH, EH16 5BN",55.940556,-3.175731,exact,City of Edinburgh,,,,,Scotland
,PRESTONFIELD BUPA DENTAL PRACTICE,EH16 5BY,"169-173 DALKEITH ROAD, EDINBURGH, EH16 5BY",55.93448,-3.167351,exact,City of Edinburgh,,,,,Scotland
,577 LANARK ROAD,EH14 5DB,"JUNIPER GREEN, EDINBURGH, EH14 5DB",55.902133,-3.288094,exact,City of Edinburgh,,,,,Scotland
,1 LIBERTON BRAE,EH16 6AQ,"EDINBURGH, EH16 6AQ",55.918814,-3.166912,exact,City of Edinburgh,,,,,Scotland
,BRITE DENTAL GILMERTON,EH17 7JD,"536 GILMERTON ROAD, EDINBURGH, EH17 7JD",55.907649,-3.135783,exact,City of Edinburgh,,,,,Scotland
,SHANKS DENTAL CARE LTD,EH17 8HP,"55 CAPTAINS ROAD, EDINBURGH, EH17 8HP",55.902232,-3.154017,exact,City of Edinburgh,,,,,Scotland
,64 HIGH STREET,EH19 2AB,"BONNYRIGG, MIDLOTHIAN, EH19 2AB",55.876066,-3.107099,exact,Midlothian,,,,,Scotland
,EDINBURGH GUMS & TEETH,EH2 1EP,"37 FREDERICK STREET, EDINBURGH, EH2 1EP",55.953545,-3.20034,exact,City of Edinburgh,,,,,Scotland
,21 HIGH STREET,EH22 1JB,"DALKEITH, EH22 1JB",55.893664,-3.071991,exact,Midlothian,,,,,Scotland
,23 BRIDGE STREET,EH21 6AA,"MUSSELBURGH, EAST LOTHIAN, EH21 6AA",55.943132,-3.056017,exact,East Lothian,,,,,Scotland
,CAMPBELL & GIBSON DENTAL PRACTICE,EH21 6AG,"4 BRIDGE ST, MUSSELBURGH, EH21 6AG",55.943088,-3.056993,exact,East Lothian,,,,,Scotland
,31/33 HIGH STREET,EH21 7AD,"MUSSELBURGH, EAST LOTHIAN, EH21 7AD",55.94364,-3.047097,exact,East Lothian,,,,,Scotland
,25A SOUTH STREET,EH22 1AH,"DALKEITH, EH22 1AH",55.893724,-3.069322,exact,Midlothian,,,,,Scotland
,5 STATION ROAD,EH22 4NB,"NEWTONGRANGE, MIDLOTHIAN, EH22 4NB",55.869191,-3.06959,exact,Midlothian,,,,,Scotland
,1A MAYFIELD PLACE,EH22 5EE,"MAYFIELD, DALKEITH, MIDLOTHIAN, EH22 5EE",55.873623,-3.040992,exact,Midlothian,,,,,Scotland
,19 MAIN STREET,EH23 4BX,"GOREBRIDGE, EH23 4BX",55.841527,-3.047463,exact,Midlothian,,,,,Scotland
,16 BRIDGE STREET,EH26 8LN,"PENICUIK, MIDLOTHIAN, EH26 8LN",55.824629,-3.221474,exact,Midlothian,,,,,Scotland
,91A JOHN STREET,EH26 8AG,"PENICUIK, MIDLOTHIAN, EH26 8AG",55.829761,-3.223104,exact,Midlothian,,,,,Scotland
,4 HOWARD PLACE,EH3 5JZ,"EDINBURGH, EH3 5JZ",55.963825,-3.201187,exact,City of Edinburgh,,,,,Scotland
,4 INVERLEITH GARDENS,EH3 5PU,"EDINBURGH, EH3 5PU",55.971009,-3.209821,exact,City of Edinburgh,,,,,Scotland
,25 INVERLEITH ROW,EH3 5QH,"EDINBURGH, EH3 5QH",55.967517,-3.205851,exact,City of Edinburgh,,,,,Scotland
,4 GREAT STUART STREET,EH3 6AW,"EDINBURGH, EH3 6AW",55.953737,-3.209218,exact,City of Edinburgh,,,,,Scotland
,NINETYFIVEDENTAL,EH3 6SD,"95 DUNDAS STREET, EDINBURGH, EH3 6SD",55.95904,-3.199853,exact,City of Edinburgh,,,,,Scotland
,EDINBURGH DENTAL STUDIO,EH3 7TE,"6 RANDOLPH PLACE, EDINBURGH, EH3 7TE",55.951527,-3.21011,exact,City of Edinburgh,,,,,Scotland
,HAYMARKET DENTAL,EH3 8DT,"264 MORRISON STREET, EDINBURGH, EH3 8DT",55.94637,-3.21549,exact,City of Edinburgh,,,,,Scotland
,126 LAURISTON PLACE,EH3 9HX,"EDINBURGH, EH3 9HX",55.944545,-3.201871,exact,City of Edinburgh,,,,,Scotland
,11 GILMORE PLACE,EH3 9NE,"EDINBURGH, EH3 9NE",55.941672,-3.204455,exact,City of Edinburgh,,,,,Scotland
,11 ROSEBERRY PLACE,EH31 2AN,"GULLANE, EAST LOTHIAN, EH31 2AN",56.033982,-2.834414,exact,East Lothian,,,,,Scotland
,27E LINKS ROAD,EH32 0DU,"PORT SETON, EAST LOTHIAN, EH32 0DU",55.972051,-2.951743,exact,East Lothian,,,,,Scotland
,2,EH32 0NF,"LONGNIDDRY, EAST LOTHIAN, EH32 0NF",55.974555,-2.894568,exact,East Lothian,,,,,Scotland
,FAMILY DENTAL CARE,EH32 9BF,"THE PAT GIFFORD DFC BUILDING, HIGH ST., PRESTONPANS, EH32 9BF",55.963315,-2.976166,exact,East Lothian,,,,,Scotland
,59A HIGH STREET,EH19 2DB,"BONNYRIGG, MIDLOTHIAN, EH19 2DB",55.876687,-3.106941,exact,Midlothian,,,,,Scotland
,BRIDGE DENTAL CARE,EH33 1AH,"33 BRIDGE STREET, TRANENT, EH33 1AH",55.944898,-2.956489,exact,East Lothian,,,,,Scotland
,ARC SMILE,EH33 1HH,"94 HIGH STREET, TRANENT, EH33 1HH",55.943693,-2.950727,exact,East Lothian,,,,,Scotland
,1 DIRLETON AVENUE,EH39 4AX,"NORTH BERWICK, EAST LOTHIAN, EH39 4AX",56.057953,-2.731214,exact,East Lothian,,,,,Scotland
,65 MAIN STREET,EH4 5AD,"DAVIDSON'S MAINS, EDINBURGH, EH4 5AD",55.96572,-3.269348,exact,City of Edinburgh,,,,,Scotland
,BARNTON DENTAL,EH4 7ND,"461 QUEENSFERRY ROAD, EDINBURGH, EH4 7ND",55.960724,-3.291754,exact,City of Edinburgh,,,,,Scotland
,78 MARKET STREET,EH41 3JJ,"HADDINGTON, EH41 3JJ",55.955825,-2.776164,exact,East Lothian,,,,,Scotland
,7 SIDEGATE,EH41 4BT,"HADDINGTON, EAST LOTHIAN, EH41 4BT",55.954961,-2.774977,exact,East Lothian,,,,,Scotland
,7 HIGH STREET,EH42 1EN,"DUNBAR, EAST LOTHIAN, EH42 1EN",56.000746,-2.513994,exact,East Lothian,,,,,Scotland
,PEEBLES DENTAL PRACTICE,EH45 8SF,"36 HIGH STREET, PEEBLES, EH45 8SF",55.651957,-3.189869,exact,Scottish Borders,,,,,Scotland
,MACAULAY DENTAL PRACTICE,EH47 0EU,"25/27 MARKET PLACE, WHITBURN, EH47 0EU",55.86696,-3.685544,exact,West Lothian,,,,,Scotland
,61 EAST MAIN STREET,EH47 0RF,"WHITBURN, WEST LOTHIAN, EH47 0RF",55.867422,-3.681297,exact,West Lothian,,,,,Scotland
,BATHGATE DENTAL SPA,EH48 1PT,"28 MID STREET, BATHGATE, EH48 1PT",55.902246,-3.638463,exact,West Lothian,,,,,Scotland
,64 SOUTH BRIDGE STREET,EH48 1TL,"BATHGATE, WEST LOTHIAN, EH48 1TL",55.901323,-3.642311,exact,West Lothian,,,,,Scotland
,48 KING STREET,EH48 1AY,"BATHGATE, WEST LOTHIAN, EH48 1AY",55.8998,-3.638552,exact,West Lothian,,,,,Scotland
,6 TORPHICHEN STREET,EH48 4HH,"BATHGATE, WEST LOTHIAN, EH48 4HH",55.904446,-3.637228,exact,West Lothian,,,,,Scotland
,24 HIGH STREET,EH49 7AE,"LINLITHGOW, WEST LOTHIAN, EH49 7AE",55.976895,-3.597292,exact,West Lothian,,,,,Scotland
,49A HIGH STREET,EH49 7ED,"LINLITHGOW, WEST LOTHIAN, EH49 7ED",55.976599,-3.599299,exact,West Lothian,,,,,Scotland
,WESTPORT DENTAL PRACTICE,EH49 7EP,"261 HIGH STREET, LINLITHGOW, EH49 7EP",55.975833,-3.607809,exact,West Lothian,,,,,Scotland
,LONG & GILMOUR,EH51 9ND,"83-93 NORTH STREET, BO'NESS, EH51 9ND",56.017726,-3.606373,exact,Falkirk,,,,,Scotland
,ROSEMOUNT DENTAL CENTRE,EH51 9BB,"52 DEAN ROAD, BO'NESS, EH51 9BB",56.012278,-3.60658,exact,Falkirk,,,,,Scotland
,29 WEST MAIN STREET,EH52 5DN,"UPHALL, WEST LOTHIAN, EH52 5DN",55.929345,-3.507125,exact,West Lothian,,,,,Scotland
,137 MAIN STREET,EH53 0EP,"EAST CALDER, WEST LOTHIAN, EH53 0EP",55.896362,-3.460537,exact,West Lothian,,,,,Scotland
,93 UPHALL STATION ROAD,EH53 0NU,"PUMPHERSTON, WEST LOTHIAN, EH53 0NU",55.907985,-3.494633,exact,West Lothian,,,,,Scotland
,CRAIGSHILL HEALTH CENTRE,EH54 5DY,"CRAIGSHILL ROAD, LIVINGSTON, EH54 5DY",55.897698,-3.494461,exact,West Lothian,,,,,Scotland
,DEDRIDGE HEALTH CENTRE,EH54 6QQ,"NIGEL RISE, LIVINGSTON, EH54 6QQ",55.879781,-3.5084,exact,West Lothian,,,,,Scotland
,23 MAIN STREET,EH54 8BE,"DEANS, LIVINGSTON WEST LOTHIAN, EH54 8BE",55.90117,-3.567194,exact,West Lothian,,,,,Scotland
,2 BANKTON SQUARE,EH54 9EY,"MURIESTON, LIVINGSTON, EH54 9EY",55.871137,-3.505396,exact,West Lothian,,,,,Scotland
,BARRON DENTAL,EH6 4AD,"23 -27 FERRY ROAD, EDINBURGH, EH6 4AD",55.975127,-3.179889,exact,City of Edinburgh,,,,,Scotland
,65 FERRY ROAD,EH6 4AQ,"EDINBURGH, EH6 4AQ",55.97471,-3.182151,exact,City of Edinburgh,,,,,Scotland
,8 PILRIG STREET,EH6 5AQ,"LEITH, EDINBURGH, EH6 5AQ",55.963889,-3.17873,exact,City of Edinburgh,,,,,Scotland
,6 EAST HERMITAGE PLACE,EH6 8AA,"EDINBURGH, EH6 8AA",55.969322,-3.162985,exact,City of Edinburgh,,,,,Scotland
,83 LEITH WALK,EH6 8LX,"EDINBURGH, EH6 8LX",55.969167,-3.17261,exact,City of Edinburgh,,,,,Scotland
,LW DENTAL,EH7 4AG,"32 HADDINGTON PLACE, EDINBURGH, EH7 4AG",55.960695,-3.18198,exact,City of Edinburgh,,,,,Scotland
,1 BELLEVUE PLACE,EH7 4BS,"EDINBURGH, EH7 4BS",55.960745,-3.191705,exact,City of Edinburgh,,,,,Scotland
,DENTAL SURGERY 2,EH7 5EJ,"22 BRUNTON PLACE, EDINBURGH, EH7 5EJ",55.95785,-3.173181,exact,City of Edinburgh,,,,,Scotland
,MONTGOMERY STREET DENTAL CARE,EH7 5HE,"96 MONTGOMERY STREET, EDINBURGH, EH7 5HE",55.959178,-3.177129,exact,City of Edinburgh,,,,,Scotland
,100-102 EASTER ROAD,EH7 5RH,"EDINBURGH, EH7 5RH",55.959087,-3.171568,exact,City of Edinburgh,,,,,Scotland
,UNIVERSITY DENTAL CARE,EH8 9HY,"6 RANKEILLOR STREET, EDINBURGH, EH8 9HY",55.942593,-3.181653,exact,City of Edinburgh,,,,,Scotland
,HOPE PARK DENTAL PRACTICE,EH8 9LZ,"5 HOPE PARK TERRACE, EDINBURGH, EH8 9LZ",55.940829,-3.181951,exact,City of Edinburgh,,,,,Scotland
,18 THIRLESTANE ROAD,EH9 1AN,"MARCHMONT, EDINBURGH, EH9 1AN",55.93565,-3.19532,exact,City of Edinburgh,,,,,Scotland
,35 WARRENDER PARK ROAD,EH9 1HJ,"EDINBURGH, EH9 1HJ",55.938421,-3.194093,exact,City of Edinburgh,,,,,Scotland
,BARBOUR DENTAL PRACTICE,EH9 2BX,"39 MAYFIELD GARDENS, EDINBURGH, EH9 2BX",55.93209,-3.172065,exact,City of Edinburgh,,,,,Scotland
,1/2 HAILESLAND GARDENS,EH14 2QN,"EDINBURGH, EH14 2QN",55.918562,-3.275694,exact,City of Edinburgh,,,,,Scotland
